Age,Income,LoanAmount,CreditScore,EmploymentLength,DebtToIncomeRatio,OpenCreditLines,LatePayments,HomeOwnership,LoanPurpose,AppSessionTime,UtilityPaymentLatency,SocialSentimentScore,OverdraftFrequency,NumInquiries,BankLoyaltyScore,SupportContactFrequency,DeviceType,TransactionConsistency,NighttimeTransactionRatio,LoanStatus
61,57151,13766,802,19,0.95,14,0,RENT,debt_consolidation,7.2,3,52.5,0,7,20,4,mobile,89.8,0.148,1
26,45261,8492,651,26,0.95,9,0,RENT,debt_consolidation,17.2,2,94.5,2,4,20,7,mobile,69.1,0.275,1
41,47948,6783,624,18,0.95,12,0,RENT,home_improvement,6.4,1,80.0,0,8,3,10,mobile,76.7,0.194,0
52,53693,12971,670,8,0.95,11,0,RENT,debt_consolidation,6.5,1,69.2,0,2,15,3,mobile,90.6,0.101,1
30,40333,21102,666,26,0.95,4,0,OWN,other,9.8,1,76.5,3,6,15,2,mobile,99.1,0.182,1
53,73938,9739,635,11,0.95,8,0,RENT,education,5.8,4,61.5,1,4,18,2,mobile,93.3,0.161,1
34,103382,14670,823,9,0.95,4,1,OWN,car,8.6,0,65.6,1,4,20,3,mobile,100.0,0.248,0
57,43960,13554,697,15,0.95,12,0,RENT,home_improvement,6.2,10,68.3,0,6,1,0,mobile,95.7,0.207,1
47,67396,7029,705,4,0.95,15,0,OWN,debt_consolidation,9.6,1,81.5,1,5,18,6,mobile,79.0,0.155,0
45,48639,9051,654,11,0.95,2,4,OWN,car,7.8,0,48.2,3,9,5,10,mobile,81.7,0.272,1
28,63861,5361,648,24,0.95,2,3,OWN,debt_consolidation,15.8,0,53.7,8,6,20,5,mobile,91.8,0.189,0
41,109601,8250,736,18,0.903,4,0,MORTGAGE,car,8.2,0,50.9,2,4,16,5,mobile,84.7,0.192,0
59,68111,6971,587,30,0.95,2,1,OWN,debt_consolidation,7.1,3,79.9,3,8,15,9,mobile,68.3,0.255,1
21,24391,7622,617,24,0.95,1,2,MORTGAGE,medical,12.1,7,66.6,6,9,13,0,desktop,62.0,0.21,0
55,66456,6635,666,11,0.95,15,4,MORTGAGE,debt_consolidation,2.4,0,55.2,0,5,14,11,mobile,96.2,0.165,1
43,94352,7984,754,23,0.95,9,0,RENT,home_improvement,14.8,0,64.9,0,2,13,2,mobile,79.0,0.145,1
53,49035,11080,659,26,0.95,12,0,OWN,debt_consolidation,4.0,0,59.2,2,8,16,1,mobile,92.5,0.009,0
50,84799,8537,702,19,0.95,9,2,RENT,debt_consolidation,12.8,15,47.9,0,6,19,7,mobile,76.8,0.021,1
40,39714,4248,681,23,0.95,12,1,OWN,home_improvement,13.8,1,85.6,0,3,3,0,mobile,71.1,0.142,1
34,27764,6645,751,15,0.95,11,0,MORTGAGE,home_improvement,5.9,0,65.9,0,4,19,5,mobile,62.8,0.111,1
49,57730,4877,592,28,0.95,3,1,MORTGAGE,other,6.3,30,86.0,2,7,15,9,mobile,56.6,0.151,0
27,24577,9874,720,7,0.95,3,0,RENT,debt_consolidation,7.6,0,47.7,3,6,12,8,mobile,61.8,0.221,1
47,48635,10953,669,13,0.95,8,0,OWN,debt_consolidation,10.5,15,75.1,2,6,19,0,mobile,66.0,0.096,1
25,96672,9923,730,7,0.95,6,0,MORTGAGE,home_improvement,4.0,15,47.8,2,7,19,8,mobile,84.6,0.04,1
50,22939,6536,634,3,0.95,13,2,RENT,debt_consolidation,7.6,2,100.0,4,0,9,2,desktop,58.3,0.059,0
49,30462,9885,681,19,0.95,5,2,OWN,education,6.7,1,43.8,0,3,1,2,mobile,94.0,0.081,0
24,34050,7420,674,3,0.95,5,1,MORTGAGE,debt_consolidation,3.4,4,93.1,2,5,0,4,mobile,100.0,0.07,0
55,52654,5680,624,7,0.95,8,1,RENT,education,3.8,0,67.7,0,2,12,5,desktop,71.7,0.153,1
39,45955,12049,609,23,0.95,3,2,MORTGAGE,car,8.5,6,65.4,6,7,7,3,mobile,86.4,0.258,1
56,101683,12422,648,7,0.95,13,0,MORTGAGE,debt_consolidation,8.4,0,76.3,2,2,4,6,desktop,59.8,0.193,0
22,83238,13089,687,26,0.95,1,2,OWN,home_improvement,4.9,0,54.9,7,6,2,7,mobile,83.2,0.198,1
29,67702,7021,638,1,0.95,13,0,OWN,home_improvement,8.3,0,79.0,2,4,5,0,mobile,82.6,0.165,1
43,57846,14353,661,14,0.95,10,0,RENT,home_improvement,5.4,5,80.0,0,5,13,3,desktop,100.0,0.063,1
29,64664,7351,576,2,0.95,14,1,MORTGAGE,home_improvement,13.2,3,68.2,3,0,16,3,mobile,58.6,0.307,1
35,36758,11631,659,1,0.95,5,2,OWN,car,7.6,0,71.5,0,7,17,7,mobile,84.0,0.128,1
50,79678,7300,736,24,0.95,14,1,RENT,medical,12.4,0,95.0,1,2,13,3,mobile,75.6,0.204,1
27,32846,8188,718,2,0.95,13,0,MORTGAGE,home_improvement,1.2,0,77.1,0,9,1,8,mobile,73.2,0.0,1
51,78899,3400,675,27,0.517,7,0,OWN,car,9.3,5,57.0,1,9,14,8,mobile,76.2,0.144,0
25,92389,7937,693,18,0.95,5,2,OWN,education,10.4,4,78.5,3,1,8,0,mobile,75.5,0.138,0
28,59569,9288,634,14,0.95,3,0,MORTGAGE,home_improvement,7.4,2,60.5,0,0,2,7,mobile,69.8,0.131,1
47,50046,7601,769,28,0.95,3,0,RENT,home_improvement,5.8,2,57.8,0,2,16,4,mobile,92.8,0.052,1
56,64870,18078,793,12,0.95,9,2,RENT,debt_consolidation,7.4,4,75.2,0,3,20,3,mobile,77.3,0.164,1
28,20000,5625,689,12,0.95,15,1,OWN,debt_consolidation,11.0,0,53.9,0,9,19,0,mobile,72.8,0.235,1
34,62070,7148,822,12,0.95,9,0,RENT,debt_consolidation,3.2,1,68.6,0,0,19,5,mobile,100.0,0.297,1
62,51482,6236,642,20,0.95,15,0,RENT,home_improvement,10.8,0,77.4,2,2,4,9,desktop,76.5,0.265,0
65,52956,7147,611,26,0.95,12,5,RENT,medical,9.3,3,94.7,4,1,10,1,mobile,86.2,0.239,1
47,74454,13529,640,16,0.95,11,0,MORTGAGE,debt_consolidation,7.0,15,76.9,1,8,11,0,mobile,77.0,0.27,1
41,52384,16175,667,8,0.95,11,3,OWN,medical,7.1,3,47.4,0,6,8,1,desktop,88.0,0.278,1
36,32432,6766,807,27,0.95,14,2,RENT,debt_consolidation,8.2,1,49.6,1,5,3,10,mobile,84.9,0.085,0
48,50836,6706,664,18,0.95,13,3,MORTGAGE,debt_consolidation,14.6,0,92.2,5,8,11,2,mobile,44.4,0.168,1
47,55849,5637,632,25,0.95,3,0,OWN,debt_consolidation,9.4,3,59.1,0,3,8,10,mobile,77.6,0.061,1
34,57052,15101,630,13,0.95,9,0,MORTGAGE,home_improvement,4.2,15,46.8,0,2,7,2,mobile,65.0,0.188,1
22,58271,14022,742,6,0.95,7,0,RENT,debt_consolidation,6.3,10,53.9,1,7,10,6,mobile,88.0,0.133,1
27,86484,8584,734,29,0.95,14,0,OWN,debt_consolidation,3.4,3,79.1,0,8,15,5,desktop,86.9,0.139,1
64,33233,5123,653,21,0.95,4,0,OWN,car,0.4,2,69.6,0,7,3,11,mobile,100.0,0.131,1
39,58634,5310,576,9,0.95,13,2,RENT,home_improvement,3.4,5,77.1,3,0,11,3,mobile,42.5,0.0,1
42,96806,9588,617,26,0.95,8,2,MORTGAGE,home_improvement,8.5,6,67.5,3,2,3,4,mobile,64.1,0.016,1
42,24820,11156,774,0,0.95,14,1,MORTGAGE,debt_consolidation,13.1,0,52.6,1,9,20,5,desktop,85.1,0.21,1
56,58738,3919,717,28,0.801,12,0,RENT,home_improvement,12.0,1,43.0,0,0,7,3,desktop,78.6,0.103,1
23,41630,7875,683,17,0.95,6,0,OWN,debt_consolidation,3.4,10,56.3,0,4,19,2,mobile,78.7,0.222,1
24,45852,17108,782,18,0.95,13,0,RENT,debt_consolidation,4.8,5,69.7,1,7,6,1,mobile,96.0,0.139,0
33,36056,8209,787,0,0.95,3,1,RENT,car,4.2,0,51.4,0,8,18,7,mobile,74.5,0.039,1
42,50197,16250,678,5,0.95,1,0,OWN,home_improvement,0.0,0,81.8,0,6,19,8,desktop,75.4,0.052,1
51,124066,11610,679,22,0.95,8,2,OWN,other,7.3,0,54.0,1,8,3,2,mobile,83.1,0.103,1
43,30669,5804,647,17,0.95,6,0,RENT,education,11.2,1,44.9,1,1,20,5,desktop,68.9,0.085,1
40,32006,7966,664,3,0.95,2,1,RENT,debt_consolidation,7.0,4,68.0,3,2,19,8,mobile,70.3,0.144,0
63,30156,8506,598,20,0.95,15,4,MORTGAGE,debt_consolidation,2.9,10,78.7,5,0,18,11,desktop,64.2,0.168,1
28,117870,6118,598,23,0.623,1,2,RENT,education,4.6,10,88.9,4,8,15,1,mobile,51.3,0.174,0
46,44000,6076,585,8,0.95,9,2,OWN,debt_consolidation,6.7,5,45.4,3,6,0,10,mobile,49.4,0.166,0
45,53555,16362,739,21,0.95,4,3,OWN,home_improvement,11.1,2,87.9,0,9,2,4,mobile,63.8,0.212,1
42,45195,6058,594,30,0.95,5,2,MORTGAGE,car,7.3,22,70.6,1,6,7,6,mobile,60.6,0.22,0
57,35419,13786,787,14,0.95,4,0,MORTGAGE,car,10.5,2,59.3,0,6,20,0,mobile,100.0,0.085,1
33,48736,7521,639,7,0.95,6,4,OWN,debt_consolidation,7.7,0,77.5,0,7,9,5,mobile,83.1,0.019,1
63,163769,8864,775,29,0.649,11,2,MORTGAGE,debt_consolidation,8.9,0,87.0,2,4,4,3,desktop,78.6,0.103,1
35,101360,11212,659,28,0.95,5,1,MORTGAGE,debt_consolidation,4.2,0,44.5,1,8,6,2,mobile,98.1,0.156,1
45,36908,7049,593,14,0.95,11,2,OWN,debt_consolidation,5.3,5,62.0,2,9,17,10,mobile,59.6,0.113,1
44,72505,11239,750,13,0.95,7,0,RENT,debt_consolidation,3.0,1,60.4,1,6,18,1,mobile,100.0,0.194,1
59,37265,3950,757,25,0.95,12,3,MORTGAGE,car,10.4,3,76.8,3,3,20,2,mobile,88.8,0.057,1
40,24358,10677,630,0,0.95,7,1,RENT,home_improvement,6.8,0,88.4,0,6,14,2,mobile,81.5,0.261,1
33,85715,3336,661,9,0.467,6,0,OWN,debt_consolidation,0.0,0,69.0,0,9,3,9,mobile,73.2,0.205,0
21,91312,8178,630,16,0.95,8,0,RENT,debt_consolidation,9.9,0,63.9,1,5,4,6,mobile,74.1,0.123,0
37,86745,12603,673,20,0.95,11,2,OWN,other,11.9,5,74.2,0,7,20,5,mobile,96.0,0.097,1
58,43851,11486,685,19,0.95,7,1,MORTGAGE,debt_consolidation,4.8,0,64.7,0,5,1,1,desktop,75.7,0.139,1
21,50259,5327,660,11,0.95,14,4,MORTGAGE,debt_consolidation,9.9,0,37.6,1,4,16,4,mobile,90.3,0.23,0
61,75917,5609,579,26,0.887,8,2,MORTGAGE,car,7.2,8,75.2,2,9,12,10,mobile,65.0,0.122,1
45,64613,6799,648,20,0.95,5,0,RENT,debt_consolidation,0.0,1,81.8,3,3,0,5,mobile,76.5,0.109,0
27,45382,9648,718,16,0.95,1,0,MORTGAGE,debt_consolidation,15.8,0,83.0,0,0,17,11,mobile,86.1,0.15,1
34,26145,3973,668,29,0.95,6,0,RENT,debt_consolidation,7.2,3,51.8,4,7,18,0,mobile,76.5,0.062,1
45,57025,8908,661,2,0.95,1,0,MORTGAGE,other,8.8,0,76.5,0,5,13,3,mobile,67.8,0.225,0
35,88041,10143,628,22,0.95,1,0,OWN,car,5.5,1,89.5,0,0,20,1,mobile,68.1,0.193,1
25,31605,7997,646,28,0.95,6,0,OWN,home_improvement,6.8,2,100.0,0,2,5,7,mobile,85.5,0.213,1
50,72218,11049,757,20,0.95,5,0,MORTGAGE,education,8.6,0,74.7,0,7,20,1,mobile,61.0,0.247,1
51,62893,9794,617,17,0.95,14,3,MORTGAGE,car,3.8,4,81.8,5,7,11,4,mobile,73.3,0.095,1
26,75930,7211,719,11,0.95,11,0,RENT,debt_consolidation,14.8,1,54.1,0,5,13,0,desktop,59.3,0.151,1
33,80209,4128,682,8,0.618,12,0,RENT,home_improvement,11.4,0,52.3,0,7,11,6,desktop,80.3,0.143,1
31,39636,9446,693,16,0.95,9,1,OWN,home_improvement,10.1,0,81.8,1,9,18,2,mobile,95.4,0.261,1
50,26170,6117,639,27,0.95,2,0,MORTGAGE,home_improvement,7.4,0,39.5,0,2,16,9,desktop,66.5,0.121,0
53,42613,7106,660,14,0.95,13,1,OWN,medical,5.0,0,70.2,1,2,17,5,mobile,84.8,0.025,1
53,80830,10847,679,3,0.95,8,3,RENT,debt_consolidation,12.1,5,88.0,4,7,8,7,mobile,92.6,0.118,1
63,42451,15787,651,14,0.95,7,1,RENT,debt_consolidation,10.4,1,78.0,0,3,19,2,desktop,70.5,0.212,1
55,39643,8820,698,3,0.95,10,0,MORTGAGE,home_improvement,6.4,10,77.9,0,6,15,7,mobile,69.6,0.187,1
35,23870,11177,705,29,0.95,3,2,MORTGAGE,debt_consolidation,3.7,1,67.3,0,5,7,0,mobile,82.9,0.143,1
25,119216,5025,799,16,0.506,8,4,MORTGAGE,other,1.7,1,62.3,3,9,10,1,mobile,100.0,0.123,1
48,78556,9879,695,6,0.95,10,2,MORTGAGE,home_improvement,8.1,0,98.2,5,0,16,9,desktop,100.0,0.174,1
62,76608,8743,574,19,0.95,11,1,RENT,debt_consolidation,7.0,3,85.3,4,8,0,2,mobile,47.5,0.19,0
64,83740,14643,743,16,0.95,8,1,OWN,car,12.7,0,79.8,1,9,20,8,desktop,96.6,0.165,1
31,70229,7214,668,15,0.95,15,1,RENT,medical,12.0,0,68.4,0,7,16,10,desktop,71.8,0.126,1
31,48536,8130,790,18,0.95,15,0,RENT,home_improvement,8.2,3,59.8,3,9,17,1,desktop,65.5,0.148,1
22,50327,13678,760,28,0.95,2,0,MORTGAGE,home_improvement,7.7,0,83.1,2,1,20,11,desktop,85.6,0.112,1
27,44694,8632,652,26,0.95,2,2,RENT,medical,3.4,0,63.7,0,9,5,9,mobile,75.0,0.222,1
45,177306,5747,719,8,0.389,8,0,MORTGAGE,debt_consolidation,12.2,3,69.1,2,9,20,6,mobile,79.1,0.141,1
45,69575,24851,647,7,0.95,13,3,RENT,car,7.8,0,76.6,3,9,2,3,desktop,83.4,0.085,1
37,43971,5817,680,30,0.95,8,5,RENT,car,10.4,10,70.9,4,7,15,2,mobile,81.0,0.308,1
34,66801,8727,717,19,0.95,4,0,MORTGAGE,education,12.7,4,89.7,2,3,4,2,desktop,93.8,0.099,1
58,34376,10287,741,0,0.95,9,0,RENT,education,5.7,0,49.5,2,8,19,6,desktop,100.0,0.087,1
41,106620,9967,729,16,0.95,15,4,OWN,other,4.7,0,68.9,4,0,7,1,desktop,78.2,0.066,0
57,40236,8301,684,3,0.95,3,0,MORTGAGE,debt_consolidation,17.9,30,97.9,0,7,7,5,mobile,71.6,0.102,0
64,67879,8317,816,0,0.95,7,2,RENT,education,10.4,4,80.6,1,1,7,6,mobile,87.2,0.202,1
35,87526,8152,659,5,0.95,10,0,OWN,car,6.9,10,65.2,4,8,19,7,desktop,75.0,0.039,0
30,64418,5731,591,7,0.95,6,2,RENT,home_improvement,13.0,3,79.2,4,2,11,0,mobile,54.3,0.161,0
63,56529,21165,602,2,0.95,1,1,MORTGAGE,other,6.8,3,67.3,7,6,10,3,desktop,44.7,0.109,1
49,54440,8201,761,25,0.95,11,0,OWN,education,9.3,0,88.5,0,1,7,1,mobile,69.0,0.093,1
34,52818,11370,675,13,0.95,12,3,RENT,medical,5.7,0,79.5,0,0,15,10,mobile,86.9,0.028,1
48,41793,7833,688,17,0.95,10,0,OWN,debt_consolidation,7.9,0,55.9,0,0,5,10,mobile,87.7,0.147,1
44,44255,7771,650,26,0.95,10,0,RENT,debt_consolidation,6.9,3,71.3,0,4,11,11,desktop,82.2,0.03,1
61,105431,7464,655,25,0.85,10,1,MORTGAGE,other,5.0,1,73.9,1,8,7,10,mobile,74.9,0.13,1
32,51594,4818,636,25,0.95,5,4,RENT,other,9.0,4,74.6,0,2,18,10,mobile,71.4,0.174,1
65,38040,8398,705,6,0.95,1,0,MORTGAGE,debt_consolidation,5.4,0,72.5,0,2,6,3,mobile,60.2,0.0,0
63,42945,7610,674,23,0.95,15,2,MORTGAGE,debt_consolidation,10.3,30,75.9,2,3,14,11,mobile,69.5,0.199,1
29,88891,14309,703,30,0.95,4,0,OWN,car,6.8,0,73.9,2,1,3,0,desktop,68.5,0.012,1
28,73425,5549,698,0,0.907,13,2,MORTGAGE,debt_consolidation,1.1,15,57.9,0,2,6,1,desktop,59.6,0.277,1
44,69713,7109,656,26,0.95,9,2,MORTGAGE,car,10.5,2,61.6,0,3,10,3,desktop,80.8,0.136,1
23,48248,6252,599,26,0.95,9,4,MORTGAGE,other,10.6,3,64.4,4,6,19,3,mobile,48.9,0.09,1
34,70123,15947,594,26,0.95,1,3,RENT,debt_consolidation,17.0,11,69.3,3,6,8,9,mobile,59.8,0.164,0
40,40554,6325,846,12,0.95,15,4,OWN,medical,8.1,1,64.5,3,7,7,9,mobile,68.3,0.087,1
64,48203,11214,761,6,0.95,8,0,OWN,home_improvement,8.7,0,83.4,1,3,20,1,mobile,92.8,0.0,1
65,83819,13201,753,22,0.95,13,2,OWN,debt_consolidation,9.9,0,54.6,2,8,6,5,mobile,89.1,0.23,1
27,80292,8447,642,19,0.95,12,2,RENT,home_improvement,12.1,15,43.7,0,7,4,1,mobile,71.3,0.126,0
61,34827,5163,680,22,0.95,3,0,RENT,car,11.8,30,95.5,2,8,7,11,desktop,95.9,0.155,0
25,36865,5189,635,7,0.95,15,4,MORTGAGE,medical,9.3,1,56.6,0,7,17,8,mobile,76.9,0.138,1
54,56892,12631,607,5,0.95,9,4,MORTGAGE,car,7.9,3,83.4,5,0,7,1,mobile,52.4,0.092,0
59,117802,5409,647,27,0.551,3,3,OWN,other,11.4,0,76.5,0,2,20,9,mobile,57.7,0.072,1
61,22879,10476,752,15,0.95,9,0,MORTGAGE,debt_consolidation,7.7,0,57.0,0,7,20,3,mobile,76.7,0.201,1
31,61405,9374,726,26,0.95,10,3,OWN,other,2.8,2,66.1,2,1,17,2,mobile,69.5,0.186,1
61,29167,10413,626,28,0.95,10,0,OWN,car,2.0,0,64.1,0,9,9,7,mobile,88.2,0.147,1
26,40723,10814,662,14,0.95,5,4,MORTGAGE,home_improvement,6.8,0,73.0,0,2,17,2,mobile,90.5,0.222,1
44,45982,6164,721,8,0.95,15,0,OWN,debt_consolidation,8.5,4,57.3,0,7,18,4,mobile,70.6,0.145,1
42,44836,6062,648,27,0.95,4,1,OWN,debt_consolidation,17.9,20,65.5,3,2,8,10,mobile,80.2,0.228,1
35,42608,11920,684,22,0.95,8,0,MORTGAGE,home_improvement,7.5,0,67.5,0,1,6,4,mobile,89.1,0.253,1
21,54352,6962,702,20,0.95,13,1,MORTGAGE,other,8.2,0,83.4,0,2,2,1,mobile,73.6,0.226,1
55,42580,3000,701,29,0.845,2,0,MORTGAGE,medical,6.4,1,62.2,0,9,8,6,mobile,59.0,0.179,1
36,28054,11609,693,7,0.95,7,3,OWN,debt_consolidation,10.5,0,54.3,1,5,10,1,mobile,87.2,0.079,1
50,76952,5916,644,11,0.923,8,3,OWN,debt_consolidation,9.1,0,60.4,1,5,16,9,mobile,83.5,0.181,1
39,76023,10795,649,1,0.95,12,0,OWN,home_improvement,5.4,0,73.1,0,5,11,8,mobile,81.8,0.117,0
37,79176,15633,617,12,0.95,12,4,OWN,education,4.0,4,43.2,2,5,5,5,mobile,82.0,0.2,1
60,27083,9016,594,13,0.95,12,3,MORTGAGE,medical,6.4,6,84.8,4,7,6,6,mobile,88.0,0.263,1
25,61977,13337,673,14,0.95,6,0,OWN,debt_consolidation,4.6,0,68.3,0,2,2,0,desktop,86.1,0.144,0
54,73438,9524,724,4,0.95,8,0,MORTGAGE,debt_consolidation,7.1,3,74.1,7,0,4,7,mobile,62.8,0.072,1
54,34063,16898,604,25,0.95,1,2,OWN,debt_consolidation,8.6,6,71.1,1,8,2,9,mobile,39.5,0.199,0
38,54400,5856,695,15,0.95,13,0,RENT,home_improvement,6.0,2,58.7,0,3,16,10,mobile,82.6,0.149,1
32,51415,8926,723,13,0.95,5,0,OWN,debt_consolidation,13.8,2,52.8,0,8,4,8,mobile,78.8,0.258,1
21,124115,11722,578,26,0.95,8,2,OWN,debt_consolidation,12.6,11,58.2,3,6,1,3,desktop,69.1,0.154,0
63,128801,8299,665,15,0.773,11,0,OWN,education,7.1,0,46.9,0,8,12,6,mobile,100.0,0.145,1
63,25618,14198,770,27,0.95,12,4,MORTGAGE,home_improvement,4.1,1,72.9,0,7,15,3,mobile,97.1,0.157,1
31,166420,7534,710,6,0.543,2,0,MORTGAGE,other,7.9,10,65.7,0,2,0,7,desktop,75.6,0.172,1
22,35888,20491,577,26,0.95,12,5,MORTGAGE,medical,7.5,7,46.5,2,1,14,10,mobile,48.0,0.011,1
26,84230,20929,716,30,0.95,6,2,RENT,debt_consolidation,7.7,0,59.4,0,1,13,4,mobile,86.4,0.093,1
24,83845,10025,638,23,0.95,7,2,MORTGAGE,debt_consolidation,6.4,0,77.1,0,2,20,9,desktop,84.0,0.227,1
58,34611,11171,718,27,0.95,2,1,MORTGAGE,home_improvement,3.8,20,86.1,2,9,16,1,mobile,75.2,0.104,1
61,67641,14424,642,22,0.95,11,0,RENT,medical,8.1,0,50.0,0,0,16,8,mobile,42.4,0.148,1
27,51617,5570,677,18,0.95,8,3,MORTGAGE,home_improvement,6.6,0,98.3,0,8,15,9,mobile,65.5,0.134,1
54,69525,5299,650,23,0.915,2,2,MORTGAGE,other,7.0,30,54.6,8,4,13,9,desktop,89.0,0.102,0
29,60102,14803,680,29,0.95,3,2,MORTGAGE,medical,8.4,0,44.1,2,8,13,4,mobile,61.2,0.139,1
37,92814,9993,648,18,0.95,11,0,MORTGAGE,home_improvement,7.7,0,92.6,8,8,13,8,mobile,85.5,0.078,1
47,56046,8180,667,21,0.95,2,1,RENT,debt_consolidation,8.3,1,53.4,0,7,9,11,mobile,83.8,0.046,1
53,50234,8995,615,2,0.95,8,2,OWN,debt_consolidation,6.4,6,89.3,1,3,1,0,mobile,54.6,0.164,0
60,88719,3448,706,29,0.466,11,1,OWN,home_improvement,9.4,0,58.7,0,1,20,11,mobile,89.7,0.263,1
23,70346,8298,689,24,0.95,14,2,OWN,debt_consolidation,5.1,0,63.9,5,5,20,4,mobile,77.0,0.202,0
29,75306,6626,591,5,0.95,3,1,RENT,education,3.6,5,49.7,7,5,1,3,mobile,70.2,0.204,0
33,40172,12929,734,8,0.95,5,0,RENT,home_improvement,4.4,2,85.9,1,2,16,1,mobile,63.1,0.224,1
34,33848,13333,670,6,0.95,3,0,MORTGAGE,debt_consolidation,5.3,0,84.0,0,1,15,2,mobile,94.9,0.164,1
65,41962,11279,688,9,0.95,14,0,RENT,medical,2.8,1,58.8,1,4,5,6,mobile,62.5,0.152,1
55,40971,10490,722,27,0.95,9,0,MORTGAGE,car,1.2,15,67.0,4,4,8,9,desktop,62.4,0.09,1
35,77172,4920,698,14,0.765,15,0,MORTGAGE,debt_consolidation,10.0,0,77.3,1,1,16,8,mobile,79.8,0.205,1
64,84052,11342,744,13,0.95,1,0,OWN,home_improvement,13.1,15,61.4,2,1,19,9,mobile,70.1,0.169,1
43,50523,11519,663,24,0.95,11,1,OWN,car,10.2,20,87.1,2,4,8,8,mobile,100.0,0.102,1
43,103147,14736,736,11,0.95,1,2,MORTGAGE,home_improvement,6.1,0,66.5,0,4,13,0,mobile,65.2,0.128,0
40,100289,20895,686,27,0.95,2,0,RENT,debt_consolidation,1.1,1,60.7,2,5,9,5,mobile,88.3,0.071,0
27,60447,4550,707,23,0.903,7,0,RENT,car,8.8,4,45.8,0,6,2,6,mobile,99.4,0.187,1
63,37427,7666,702,7,0.95,6,2,MORTGAGE,car,1.6,3,49.9,4,6,3,0,mobile,87.3,0.258,0
21,110075,6655,748,19,0.725,6,0,OWN,debt_consolidation,7.7,3,76.2,0,8,19,3,mobile,77.4,0.071,1
28,52709,9595,719,14,0.95,2,0,RENT,debt_consolidation,4.8,0,71.3,1,9,0,3,mobile,82.5,0.223,0
31,57341,9003,655,10,0.95,9,0,MORTGAGE,car,0.0,10,79.4,0,0,1,0,mobile,95.6,0.235,1
33,46499,8155,644,28,0.95,6,4,RENT,debt_consolidation,13.9,0,60.1,0,3,6,5,mobile,58.5,0.069,0
26,36301,13508,677,12,0.95,15,0,RENT,other,3.0,2,45.0,3,8,17,5,desktop,92.3,0.005,1
21,27976,5764,638,3,0.95,12,4,OWN,debt_consolidation,6.6,5,61.1,2,9,14,6,mobile,84.4,0.154,1
51,72027,5905,622,12,0.95,7,0,RENT,medical,7.5,0,96.5,5,1,11,1,mobile,100.0,0.138,0
64,38081,5945,562,16,0.95,12,1,OWN,other,6.1,8,54.5,3,2,13,11,mobile,70.6,0.135,0
26,214655,7753,594,3,0.433,9,1,RENT,home_improvement,9.9,6,67.5,3,9,3,3,desktop,65.4,0.229,1
34,33232,5478,789,23,0.95,8,2,RENT,car,5.0,10,34.2,0,1,7,7,desktop,99.2,0.125,0
43,30766,8783,643,7,0.95,14,1,MORTGAGE,debt_consolidation,9.5,0,60.7,0,4,12,6,desktop,61.9,0.319,1
62,68157,8382,784,2,0.95,9,1,MORTGAGE,car,9.3,2,62.2,0,8,12,0,desktop,76.6,0.042,1
52,107817,6538,702,16,0.728,8,4,OWN,other,2.5,0,72.6,0,0,11,2,desktop,78.9,0.089,1
55,55774,12702,677,4,0.95,9,0,MORTGAGE,other,8.9,0,63.5,0,8,13,8,desktop,71.2,0.089,1
47,70088,8745,597,24,0.95,12,2,RENT,home_improvement,3.8,2,46.7,8,7,6,4,mobile,60.6,0.137,1
39,23633,13699,680,2,0.95,12,1,MORTGAGE,education,3.3,1,58.7,0,8,17,3,mobile,100.0,0.249,1
29,39939,8283,784,12,0.95,9,0,OWN,education,9.2,1,65.1,2,0,20,8,mobile,100.0,0.072,1
59,33419,8869,765,1,0.95,3,1,MORTGAGE,debt_consolidation,6.4,0,54.1,1,1,7,9,desktop,56.3,0.087,1
57,23092,7150,695,11,0.95,10,3,MORTGAGE,education,9.5,0,56.1,1,6,2,9,mobile,78.5,0.106,1
22,57105,8930,616,28,0.95,7,1,OWN,debt_consolidation,9.5,4,82.1,2,3,4,5,mobile,50.1,0.144,0
53,20000,11907,627,20,0.95,14,0,RENT,other,2.3,10,59.3,4,7,2,5,mobile,93.0,0.161,1
24,29882,7597,633,16,0.95,14,1,RENT,education,11.0,0,74.2,2,0,11,8,mobile,80.9,0.123,1
54,42543,11019,750,4,0.95,1,0,RENT,home_improvement,9.1,1,65.5,0,4,7,7,desktop,100.0,0.06,1
58,37269,6470,769,9,0.95,15,0,RENT,home_improvement,5.7,4,50.8,0,1,18,4,mobile,81.3,0.143,1
26,64756,12132,690,11,0.95,14,0,MORTGAGE,other,7.5,5,63.3,3,6,18,3,desktop,65.6,0.25,1
40,62163,7101,663,17,0.95,14,0,RENT,debt_consolidation,11.1,2,72.1,1,6,2,11,mobile,75.2,0.214,0
26,81000,12590,765,6,0.95,8,0,OWN,home_improvement,6.7,0,92.3,2,5,5,10,mobile,84.8,0.118,1
46,76006,9176,626,30,0.95,5,1,MORTGAGE,home_improvement,16.5,0,57.2,0,5,3,3,desktop,76.8,0.155,1
62,90524,16455,682,20,0.95,10,0,MORTGAGE,home_improvement,14.0,0,66.8,2,0,16,0,mobile,93.4,0.185,1
24,54130,5644,705,9,0.95,14,0,OWN,debt_consolidation,8.5,3,80.7,0,2,20,11,mobile,84.1,0.212,1
